snapshot_month,model_id,task_id,onet_task_text,benchmark_observability,structural_exposure_100,capability_fit_100,realized_exposure_100,oc_100,benchmark_coverage_ratio
2026-04,masteragent,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,84.4815,54.3807,81.2500,0.1814
2026-04,masteragent,T12,Perform risk assessments to develop response strategies.,high,47.7700,99.3900,47.4786,68.7500,0.2222
2026-04,masteragent,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,99.3900,61.4280,43.7500,0.2630
2026-04,masteragent,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,84.4815,31.0343,81.2500,0.1868
2026-04,masteragent,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,89.4510,43.2317,81.2500,0.2008
2026-04,masteragent,T16,Establish and execute a project communication plan.,medium,51.9700,94.4205,49.0703,62.5000,0.2040
2026-04,masteragent,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,79.5120,36.6709,56.2500,0.1686
2026-04,masteragent,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,89.4510,32.4439,87.5000,0.1794
2026-04,masteragent,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,84.4815,31.4440,75.0000,0.1632
2026-04,masteragent,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,89.4510,33.0074,93.7500,0.1580
2026-04,masteragent,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,79.5120,22.6410,93.7500,0.1440
2026-04,masteragent20250510,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,94.4205,54.3484,81.2500,0.1644
2026-04,masteragent20250510,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,94.4205,30.9510,75.0000,0.1901
2026-04,masteragent20250510,T03,Monitor or track project milestones and deliverables.,high,50.6550,94.4205,47.8287,43.7500,0.1955
2026-04,masteragent20250510,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,89.4510,30.6683,62.5000,0.1377
2026-04,masteragent20250510,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,99.3900,35.9742,75.0000,0.2372
2026-04,masteragent20250510,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,94.4205,51.1523,93.7500,0.1826
2026-04,masteragent20250510,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,89.4510,30.3776,43.7500,0.1719
2026-04,masteragent20250510,T08,Direct or coordinate activities of project personnel.,medium,36.6950,99.3900,36.4712,87.5000,0.1708
2026-04,masteragent20250510,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,94.4205,45.0716,75.0000,0.2254
2026-04,masteragent20250510,T10,Identify need for initial or supplemental project resources.,medium,42.6150,84.4815,36.0018,62.5000,0.1782
2026-04,masteragent20250510,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,84.4815,54.3807,81.2500,0.1814
2026-04,masteragent20250510,T12,Perform risk assessments to develop response strategies.,high,47.7700,99.3900,47.4786,68.7500,0.2222
2026-04,masteragent20250510,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,99.3900,61.4280,43.7500,0.2630
2026-04,masteragent20250510,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,84.4815,31.0343,81.2500,0.1868
2026-04,masteragent20250510,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,89.4510,43.2317,81.2500,0.2008
2026-04,masteragent20250510,T16,Establish and execute a project communication plan.,medium,51.9700,94.4205,49.0703,62.5000,0.2040
2026-04,masteragent20250510,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,79.5120,36.6709,56.2500,0.1686
2026-04,masteragent20250510,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,89.4510,32.4439,87.5000,0.1794
2026-04,masteragent20250510,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,84.4815,31.4440,75.0000,0.1632
2026-04,masteragent20250510,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,89.4510,33.0074,93.7500,0.1580
2026-04,masteragent20250510,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,79.5120,22.6410,93.7500,0.1440
2026-04,maya_v2_claude_4_5_sonnet,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,36.2950,20.8914,81.2500,0.0580
2026-04,maya_v2_claude_4_5_sonnet,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,27.7550,9.0981,75.0000,0.0465
2026-04,maya_v2_claude_4_5_sonnet,T03,Monitor or track project milestones and deliverables.,high,50.6550,25.6200,12.9778,43.7500,0.0450
2026-04,maya_v2_claude_4_5_sonnet,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,36.2950,12.4437,62.5000,0.0430
2026-04,maya_v2_claude_4_5_sonnet,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,14.9450,5.4093,75.0000,0.0158
2026-04,maya_v2_claude_4_5_sonnet,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,36.2950,19.6628,93.7500,0.0549
2026-04,maya_v2_claude_4_5_sonnet,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,36.2950,12.3258,43.7500,0.0442
2026-04,maya_v2_claude_4_5_sonnet,T08,Direct or coordinate activities of project personnel.,medium,36.6950,36.2950,13.3185,87.5000,0.0438
2026-04,maya_v2_claude_4_5_sonnet,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,25.6200,12.2297,75.0000,0.0457
2026-04,maya_v2_claude_4_5_sonnet,T10,Identify need for initial or supplemental project resources.,medium,42.6150,29.8900,12.7376,62.5000,0.0796
2026-04,maya_v2_claude_4_5_sonnet,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,34.1600,21.9888,81.2500,0.0864
2026-04,maya_v2_claude_4_5_sonnet,T12,Perform risk assessments to develop response strategies.,high,47.7700,23.4850,11.2188,68.7500,0.0245
2026-04,maya_v2_claude_4_5_sonnet,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,12.8100,7.9172,43.7500,0.0140
2026-04,maya_v2_claude_4_5_sonnet,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,25.6200,9.4115,81.2500,0.0724
2026-04,maya_v2_claude_4_5_sonnet,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,29.8900,14.4458,81.2500,0.0634
2026-04,maya_v2_claude_4_5_sonnet,T16,Establish and execute a project communication plan.,medium,51.9700,29.8900,15.5338,62.5000,0.0350
2026-04,maya_v2_claude_4_5_sonnet,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,36.2950,16.7393,56.2500,0.1039
2026-04,maya_v2_claude_4_5_sonnet,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,27.7550,10.0667,87.5000,0.0433
2026-04,maya_v2_claude_4_5_sonnet,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,29.8900,11.1251,75.0000,0.0650
2026-04,maya_v2_claude_4_5_sonnet,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,38.4300,14.1807,93.7500,0.0726
2026-04,maya_v2_claude_4_5_sonnet,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,34.1600,9.7271,93.7500,0.0960
2026-04,maya_v2_claude_4_6_opus,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,61.2850,35.2756,81.2500,0.0580
2026-04,maya_v2_claude_4_6_opus,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,46.8650,15.3623,75.0000,0.0465
2026-04,maya_v2_claude_4_6_opus,T03,Monitor or track project milestones and deliverables.,high,50.6550,43.2600,21.9134,43.7500,0.0450
2026-04,maya_v2_claude_4_6_opus,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,61.2850,21.0116,62.5000,0.0430
2026-04,maya_v2_claude_4_6_opus,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,25.2350,9.1338,75.0000,0.0158
2026-04,maya_v2_claude_4_6_opus,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,61.2850,33.2011,93.7500,0.0549
2026-04,maya_v2_claude_4_6_opus,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,61.2850,20.8124,43.7500,0.0442
2026-04,maya_v2_claude_4_6_opus,T08,Direct or coordinate activities of project personnel.,medium,36.6950,61.2850,22.4885,87.5000,0.0438
2026-04,maya_v2_claude_4_6_opus,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,43.2600,20.6502,75.0000,0.0457
2026-04,maya_v2_claude_4_6_opus,T10,Identify need for initial or supplemental project resources.,medium,42.6150,50.4700,21.5078,62.5000,0.0796
2026-04,maya_v2_claude_4_6_opus,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,57.6800,37.1286,81.2500,0.0864
2026-04,maya_v2_claude_4_6_opus,T12,Perform risk assessments to develop response strategies.,high,47.7700,39.6550,18.9432,68.7500,0.0245
2026-04,maya_v2_claude_4_6_opus,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,21.6300,13.3684,43.7500,0.0140
2026-04,maya_v2_claude_4_6_opus,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,43.2600,15.8916,81.2500,0.0724
2026-04,maya_v2_claude_4_6_opus,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,50.4700,24.3922,81.2500,0.0634
2026-04,maya_v2_claude_4_6_opus,T16,Establish and execute a project communication plan.,medium,51.9700,50.4700,26.2293,62.5000,0.0350
2026-04,maya_v2_claude_4_6_opus,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,61.2850,28.2646,56.2500,0.1039
2026-04,maya_v2_claude_4_6_opus,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,46.8650,16.9979,87.5000,0.0433
2026-04,maya_v2_claude_4_6_opus,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,50.4700,18.7849,75.0000,0.0650
2026-04,maya_v2_claude_4_6_opus,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,64.8900,23.9444,93.7500,0.0726
2026-04,maya_v2_claude_4_6_opus,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,57.6800,16.4244,93.7500,0.0960
2026-04,mini_swe_agent_claude_haiku_4_5,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,25.3300,14.5799,81.2500,0.0580
2026-04,mini_swe_agent_claude_haiku_4_5,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,19.3700,6.3495,75.0000,0.0465
2026-04,mini_swe_agent_claude_haiku_4_5,T03,Monitor or track project milestones and deliverables.,high,50.6550,17.8800,9.0571,43.7500,0.0450
2026-04,mini_swe_agent_claude_haiku_4_5,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,25.3300,8.6844,62.5000,0.0430
2026-04,mini_swe_agent_claude_haiku_4_5,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,10.4300,3.7751,75.0000,0.0158
2026-04,mini_swe_agent_claude_haiku_4_5,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,25.3300,13.7225,93.7500,0.0549
2026-04,mini_swe_agent_claude_haiku_4_5,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,25.3300,8.6021,43.7500,0.0442
2026-04,mini_swe_agent_claude_haiku_4_5,T08,Direct or coordinate activities of project personnel.,medium,36.6950,25.3300,9.2948,87.5000,0.0438
2026-04,mini_swe_agent_claude_haiku_4_5,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,17.8800,8.5350,75.0000,0.0457
2026-04,mini_swe_agent_claude_haiku_4_5,T10,Identify need for initial or supplemental project resources.,medium,42.6150,20.8600,8.8895,62.5000,0.0796
2026-04,mini_swe_agent_claude_haiku_4_5,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,23.8400,15.3458,81.2500,0.0864
2026-04,mini_swe_agent_claude_haiku_4_5,T12,Perform risk assessments to develop response strategies.,high,47.7700,16.3900,7.8295,68.7500,0.0245
2026-04,mini_swe_agent_claude_haiku_4_5,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,8.9400,5.5254,43.7500,0.0140
2026-04,mini_swe_agent_claude_haiku_4_5,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,17.8800,6.5682,81.2500,0.0724
2026-04,mini_swe_agent_claude_haiku_4_5,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,20.8600,10.0816,81.2500,0.0634
2026-04,mini_swe_agent_claude_haiku_4_5,T16,Establish and execute a project communication plan.,medium,51.9700,20.8600,10.8409,62.5000,0.0350
2026-04,mini_swe_agent_claude_haiku_4_5,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,25.3300,11.6822,56.2500,0.1039
2026-04,mini_swe_agent_claude_haiku_4_5,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,19.3700,7.0255,87.5000,0.0433
2026-04,mini_swe_agent_claude_haiku_4_5,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,20.8600,7.7641,75.0000,0.0650
2026-04,mini_swe_agent_claude_haiku_4_5,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,26.8200,9.8966,93.7500,0.0726
2026-04,mini_swe_agent_claude_haiku_4_5,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,23.8400,6.7884,93.7500,0.0960
2026-04,mini_swe_agent_claude_opus_4_1,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,29.8350,17.1730,81.2500,0.0580
2026-04,mini_swe_agent_claude_opus_4_1,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,22.8150,7.4788,75.0000,0.0465
2026-04,mini_swe_agent_claude_opus_4_1,T03,Monitor or track project milestones and deliverables.,high,50.6550,21.0600,10.6679,43.7500,0.0450
2026-04,mini_swe_agent_claude_opus_4_1,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,29.8350,10.2289,62.5000,0.0430
2026-04,mini_swe_agent_claude_opus_4_1,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,12.2850,4.4466,75.0000,0.0158
2026-04,mini_swe_agent_claude_opus_4_1,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,29.8350,16.1631,93.7500,0.0549
2026-04,mini_swe_agent_claude_opus_4_1,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,29.8350,10.1320,43.7500,0.0442
2026-04,mini_swe_agent_claude_opus_4_1,T08,Direct or coordinate activities of project personnel.,medium,36.6950,29.8350,10.9480,87.5000,0.0438
2026-04,mini_swe_agent_claude_opus_4_1,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,21.0600,10.0530,75.0000,0.0457
2026-04,mini_swe_agent_claude_opus_4_1,T10,Identify need for initial or supplemental project resources.,medium,42.6150,24.5700,10.4705,62.5000,0.0796
2026-04,mini_swe_agent_claude_opus_4_1,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,28.0800,18.0751,81.2500,0.0864
2026-04,mini_swe_agent_claude_opus_4_1,T12,Perform risk assessments to develop response strategies.,high,47.7700,19.3050,9.2220,68.7500,0.0245
2026-04,mini_swe_agent_claude_opus_4_1,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,10.5300,6.5081,43.7500,0.0140
2026-04,mini_swe_agent_claude_opus_4_1,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,21.0600,7.7364,81.2500,0.0724
2026-04,mini_swe_agent_claude_opus_4_1,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,24.5700,11.8747,81.2500,0.0634
2026-04,mini_swe_agent_claude_opus_4_1,T16,Establish and execute a project communication plan.,medium,51.9700,24.5700,12.7690,62.5000,0.0350
2026-04,mini_swe_agent_claude_opus_4_1,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,29.8350,13.7599,56.2500,0.1039
2026-04,mini_swe_agent_claude_opus_4_1,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,22.8150,8.2750,87.5000,0.0433
2026-04,mini_swe_agent_claude_opus_4_1,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,24.5700,9.1450,75.0000,0.0650
2026-04,mini_swe_agent_claude_opus_4_1,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,31.5900,11.6567,93.7500,0.0726
2026-04,mini_swe_agent_claude_opus_4_1,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,28.0800,7.9958,93.7500,0.0960
2026-04,mini_swe_agent_claude_sonnet_4_5,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,36.1250,20.7935,81.2500,0.0580
2026-04,mini_swe_agent_claude_sonnet_4_5,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,27.6250,9.0555,75.0000,0.0465
2026-04,mini_swe_agent_claude_sonnet_4_5,T03,Monitor or track project milestones and deliverables.,high,50.6550,25.5000,12.9170,43.7500,0.0450
2026-04,mini_swe_agent_claude_sonnet_4_5,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,36.1250,12.3855,62.5000,0.0430
2026-04,mini_swe_agent_claude_sonnet_4_5,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,14.8750,5.3840,75.0000,0.0158
2026-04,mini_swe_agent_claude_sonnet_4_5,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,36.1250,19.5707,93.7500,0.0549
2026-04,mini_swe_agent_claude_sonnet_4_5,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,36.1250,12.2681,43.7500,0.0442
2026-04,mini_swe_agent_claude_sonnet_4_5,T08,Direct or coordinate activities of project personnel.,medium,36.6950,36.1250,13.2561,87.5000,0.0438
2026-04,mini_swe_agent_claude_sonnet_4_5,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,25.5000,12.1724,75.0000,0.0457
2026-04,mini_swe_agent_claude_sonnet_4_5,T10,Identify need for initial or supplemental project resources.,medium,42.6150,29.7500,12.6780,62.5000,0.0796
2026-04,mini_swe_agent_claude_sonnet_4_5,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,34.0000,21.8858,81.2500,0.0864
2026-04,mini_swe_agent_claude_sonnet_4_5,T12,Perform risk assessments to develop response strategies.,high,47.7700,23.3750,11.1662,68.7500,0.0245
2026-04,mini_swe_agent_claude_sonnet_4_5,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,12.7500,7.8801,43.7500,0.0140
2026-04,mini_swe_agent_claude_sonnet_4_5,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,25.5000,9.3674,81.2500,0.0724
2026-04,mini_swe_agent_claude_sonnet_4_5,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,29.7500,14.3782,81.2500,0.0634
2026-04,mini_swe_agent_claude_sonnet_4_5,T16,Establish and execute a project communication plan.,medium,51.9700,29.7500,15.4611,62.5000,0.0350
2026-04,mini_swe_agent_claude_sonnet_4_5,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,36.1250,16.6608,56.2500,0.1039
2026-04,mini_swe_agent_claude_sonnet_4_5,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,27.6250,10.0196,87.5000,0.0433
2026-04,mini_swe_agent_claude_sonnet_4_5,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,29.7500,11.0730,75.0000,0.0650
2026-04,mini_swe_agent_claude_sonnet_4_5,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,38.2500,14.1143,93.7500,0.0726
2026-04,mini_swe_agent_claude_sonnet_4_5,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,34.0000,9.6815,93.7500,0.0960
2026-04,mini_swe_agent_gemini_2_5_flash,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,14.5350,8.3663,81.2500,0.0580
2026-04,mini_swe_agent_gemini_2_5_flash,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,11.1150,3.6435,75.0000,0.0465
2026-04,mini_swe_agent_gemini_2_5_flash,T03,Monitor or track project milestones and deliverables.,high,50.6550,10.2600,5.1972,43.7500,0.0450
2026-04,mini_swe_agent_gemini_2_5_flash,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,14.5350,4.9833,62.5000,0.0430
2026-04,mini_swe_agent_gemini_2_5_flash,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,5.9850,2.1663,75.0000,0.0158
2026-04,mini_swe_agent_gemini_2_5_flash,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,14.5350,7.8743,93.7500,0.0549
2026-04,mini_swe_agent_gemini_2_5_flash,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,14.5350,4.9361,43.7500,0.0442
2026-04,mini_swe_agent_gemini_2_5_flash,T08,Direct or coordinate activities of project personnel.,medium,36.6950,14.5350,5.3336,87.5000,0.0438
2026-04,mini_swe_agent_gemini_2_5_flash,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,10.2600,4.8976,75.0000,0.0457
2026-04,mini_swe_agent_gemini_2_5_flash,T10,Identify need for initial or supplemental project resources.,medium,42.6150,11.9700,5.1010,62.5000,0.0796
2026-04,mini_swe_agent_gemini_2_5_flash,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,13.6800,8.8058,81.2500,0.0864
2026-04,mini_swe_agent_gemini_2_5_flash,T12,Perform risk assessments to develop response strategies.,high,47.7700,9.4050,4.4928,68.7500,0.0245
2026-04,mini_swe_agent_gemini_2_5_flash,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,5.1300,3.1706,43.7500,0.0140
2026-04,mini_swe_agent_gemini_2_5_flash,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,10.2600,3.7690,81.2500,0.0724
2026-04,mini_swe_agent_gemini_2_5_flash,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,11.9700,5.7851,81.2500,0.0634
2026-04,mini_swe_agent_gemini_2_5_flash,T16,Establish and execute a project communication plan.,medium,51.9700,11.9700,6.2208,62.5000,0.0350
2026-04,mini_swe_agent_gemini_2_5_flash,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,14.5350,6.7035,56.2500,0.1039
2026-04,mini_swe_agent_gemini_2_5_flash,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,11.1150,4.0314,87.5000,0.0433
2026-04,mini_swe_agent_gemini_2_5_flash,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,11.9700,4.4552,75.0000,0.0650
2026-04,mini_swe_agent_gemini_2_5_flash,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,15.3900,5.6789,93.7500,0.0726
2026-04,mini_swe_agent_gemini_2_5_flash,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,13.6800,3.8954,93.7500,0.0960
2026-04,mini_swe_agent_gemini_2_5_pro,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,22.1850,12.7697,81.2500,0.0580
2026-04,mini_swe_agent_gemini_2_5_pro,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,16.9650,5.5611,75.0000,0.0465
2026-04,mini_swe_agent_gemini_2_5_pro,T03,Monitor or track project milestones and deliverables.,high,50.6550,15.6600,7.9326,43.7500,0.0450
2026-04,mini_swe_agent_gemini_2_5_pro,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,22.1850,7.6061,62.5000,0.0430
2026-04,mini_swe_agent_gemini_2_5_pro,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,9.1350,3.3064,75.0000,0.0158
2026-04,mini_swe_agent_gemini_2_5_pro,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,22.1850,12.0187,93.7500,0.0549
2026-04,mini_swe_agent_gemini_2_5_pro,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,22.1850,7.5340,43.7500,0.0442
2026-04,mini_swe_agent_gemini_2_5_pro,T08,Direct or coordinate activities of project personnel.,medium,36.6950,22.1850,8.1408,87.5000,0.0438
2026-04,mini_swe_agent_gemini_2_5_pro,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,15.6600,7.4753,75.0000,0.0457
2026-04,mini_swe_agent_gemini_2_5_pro,T10,Identify need for initial or supplemental project resources.,medium,42.6150,18.2700,7.7858,62.5000,0.0796
2026-04,mini_swe_agent_gemini_2_5_pro,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,20.8800,13.4405,81.2500,0.0864
2026-04,mini_swe_agent_gemini_2_5_pro,T12,Perform risk assessments to develop response strategies.,high,47.7700,14.3550,6.8574,68.7500,0.0245
2026-04,mini_swe_agent_gemini_2_5_pro,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,7.8300,4.8393,43.7500,0.0140
2026-04,mini_swe_agent_gemini_2_5_pro,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,15.6600,5.7527,81.2500,0.0724
2026-04,mini_swe_agent_gemini_2_5_pro,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,18.2700,8.8299,81.2500,0.0634
2026-04,mini_swe_agent_gemini_2_5_pro,T16,Establish and execute a project communication plan.,medium,51.9700,18.2700,9.4949,62.5000,0.0350
2026-04,mini_swe_agent_gemini_2_5_pro,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,22.1850,10.2317,56.2500,0.1039
2026-04,mini_swe_agent_gemini_2_5_pro,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,16.9650,6.1532,87.5000,0.0433
2026-04,mini_swe_agent_gemini_2_5_pro,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,18.2700,6.8001,75.0000,0.0650
2026-04,mini_swe_agent_gemini_2_5_pro,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,23.4900,8.6678,93.7500,0.0726
2026-04,mini_swe_agent_gemini_2_5_pro,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,20.8800,5.9456,93.7500,0.0960
2026-04,mini_swe_agent_gpt_5,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,28.8150,16.5859,81.2500,0.0580
2026-04,mini_swe_agent_gpt_5,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,22.0350,7.2231,75.0000,0.0465
